biomarkerID,biomarkerName,biomarkerType,curated_disease_name,biomarkerUsage,sample,curated_breed_name,sex,age,weight,cellLine,organism,gene,traitAssociation,roc,km,cox,conclusion,pmid
1041,cfa-let-7b,miRNA,hypertrophic cardiomyopathy,therapeutic,five dogs with myxomatous mitral valve degeneration (MMVD) and five dogs with pulmonic stenosis (PS),"English Beagle,Maltese,Shih Tzu(Chrysanthemum Dog),Pomeranian,French Bulldog,Poodle",both,12.83years,,,9615,,,,,,"This pilot study demonstrates that
the microRNAs identified in this study could be possible candidates for novel biomarker or therapeutic target related to cardiac hypertrophy in dogs",33898546
1045,cfa-miR-505,miRNA,hypertrophic cardiomyopathy,therapeutic,five dogs with myxomatous mitral valve degeneration (MMVD) and five dogs with pulmonic stenosis (PS),"English Beagle,Maltese,Shih Tzu(Chrysanthemum Dog),Pomeranian,French Bulldog,Poodle",both,12.83years,,,9615,,,,,,"This pilot study demonstrates that
the microRNAs identified in this study could be possible candidates for novel biomarker or therapeutic target related to cardiac hypertrophy in dogs",33898546
2262,Kidney Injury Molecule-1,protein,Weil's disease,diagnosis,dogs with leptospirosis (n = 25) and (2) healthy dogs (n = 5),,,,,,9615,,,sensitivity 88%  specificity 100%,,,Measurement of KIM-1 in the urine of canine patients was able to detect naturally occurring acute and  subacute leptospirosis accompanied by tubular injury in early non azotemic infections. ,33706047
2244,cardiac Troponin I,protein,dilated cardiomyopathy,diagnosis,,Doberman Pinscher,,,,,9615,,,AUC:0.873;Se 0.77; Sp 0.86,,,Cardiac biomarker screening may be useful to select Dobermanns which would benefit from further assessment by echocardiography and Holter,34897698
1863,Circulating tumor DNA,other,neoplasm,diagnosis,"49 dogs with histiocytic sarcoma (17 disseminated forms, 30 localized forms, and 2 unknown), 16 dogs with oral melanoma (OMM), and 25 dogs with multicentric lymphoma (including 18 high-grade B-cell, 2 high-grade Tcell, and 3 low-grade lymphomas)","Bernese Mountain Dog,Flat-Coated Retriever",,,,,9615,,,,,,"Thus, our study shows that ctDNA is detectable in the plasma of cancer-afected dogs and is a promising biomarker for diagnosis and clinical follow-up.",33441840
187,Spexin hormone,gene,morbid obesity,diagnosis,,"Labrador Retriever,German Shepherd Dog",both,2-8years,12.5-30kg,,9615,,,,,,"Spexin could be involved in pathogenesis of obesity in dogs, and might be considered as a potential marker for obesity",33426749
682,choline,metabolite,Parvoviridae infectious disease,diagnosis,,,,,,,9615,,,,,,"This is the first report in which Ch is measured in saliva of dogs and based in the results of this study, salivary Ch could be potentially used as biomarker of the severity of CP. ",33385977
683,Cerebrospinal fluid lactate,metabolite,central nervous system disorder,therapeutic,,"Labrador Retriever,Chihuahua,Maltese,Dachshund,Jack Russell Terrier,Siberian Husky,Golden Retriever,American Bulldog,Toy Poodle,Shih Tzu(Chrysanthemum Dog),American Eskimo Dog,Basenji(African Barkless Dog),Bernese Mountain Dog,Cane Corso(Italian Mastiff),Chinese Crested,French Bulldog,Italian Greyhound,Miniature Schnauzer,Miniature Poodle,American Pit Bull Terrier,Poodle,Standard Schnauzer,Pomeranian,Weimaraner,Yorkshire Terrier",,6 months-14 years,1.7-54.7 kg,,9615,,,,,,Cerebrospinal fluid lactate can be used as a biomarker in clinical settings,33336823
2437,C-reactive protein,protein,infectious discitis,"prediction,prognosis",,"Labrador Retriever,Rhodesian Ridgeback,German Shepherd Dog,German Boxer,English Mastiff,Newfoundland,Doberman Pinscher,English Bulldog,German Short-Haired  Pointer,Saint Bernard,English Beagle",both,1-12years,4.7-79kg,,9615,,,,,,"C-reactive protein is a sensitive, but nonspecific biomarker for diskospondylitis which may prove useful as an adjunctive diagnostic test in patients with suspicious clinical signs and may help predict prognosis.",33319417
2263,Neutrophil gelatinase-associated lipocalin,protein,acute kidney failure,diagnosis,,English Beagle,male,3years,10-12kg,,9615,,,,,,"There is potential for NGAL to be used as a sensitive biomarker for early diagnosis of 
canine I-AKI.",33313236
2264,LCAT,protein,breast neoplasm,diagnosis,,,,,,,9615,,,,,,"In conclusion, we identified a possible 
common plasma protein biomarker, LCAT, that is highly expressed in aggressive human breast cancer and canine mammary 
tumor",33298249
1046,miR-15b,miRNA,acute kidney failure,diagnosis,,English Beagle,male,,,,9615,,,AUC:0.914 P < 0.05,,,Our data concluded that miR-15b and -30a may be promising biomarkers for renal toxicity.,33290828
1047,miR-30a,miRNA,acute kidney failure,diagnosis,,English Beagle,male,,,,9615,,,AUC:0.919 P < 0.05,,,Our data concluded that miR-15b and -30a may be promising biomarkers for renal toxicity.,33290828
2265,IL-17,protein,hemolytic anemia,therapeutic,Thirty-one client-owned dogs with primary IMHA and 27 healthy dogs.,"American Cocker Spaniel,Shih Tzu(Chrysanthemum Dog),Dachshund,Airedale Terrier,Maltese,Australian Shepherd,Golden Retriever,Greyhound,Siberian Husky,Jack Russell Terrier,Irish Blue Terrier,Pomeranian,Poodle,Rottweiler,Scottish Terrier,Yorkshire Terrier",both,1.5-11.9years,,,9615,,,,,,"Serum IL-17 concentration remained significantly higher in nonsurviving IMHA dogs whereas it significantly decreased during hospitalization in survivors, making serum IL-17 concentration a potential biomarker for severity and response to treatment in IMHA.",33219716
2266,valine,metabolite,diabetes mellitus,diagnosis,diabetic (n=15) and control (n=15) dogs,"Rottweiler,Pomeranian,Miniature Pinscher,Bichon Frise,Silky Terrier,Maltese,Cavalier King Charles Spaniel,Labrador Retriever,Australian Shepherd,Miniature Schnauzer",The diabetic group (n=15) consisted of five females (all spayed) and ten males (nine neutered),5-13years,5.4-57.7 kg,,9615,,,AUC:0.9,,,"Of the biomarkers found to be statistically significant, valine, GABA, N-acetyl-L aspartic acid, and indoxyl sulfate were among those that distinguished diseased from healthy groups",34775536
2267,Cystatin C,protein,chronic kidney disease,diagnosis,"diagnosed with CKD (n=56) as well as dogs (n=7) with suspected CKD, and clinically healthy dogs (n=39)","Labrador Retriever,English Beagle,Golden Retriever,Border Collie,Miniature Dachshund",both,7.5 ± 4.2,3.9−15.8 kg,,9615,,,AUC：1 sensitivity 100%  specificity 100% P<0.05,,,"In conclusion, serum CysC concentrations are the useful indirect markers for determining changes in GFR, notably among dogs that weigh <20 kg. Definition of a reference range and/or cut-off values for dogs of different weights and breeds will be needed in order to use this information to assess kidney function in dogs.",33177264
2268,HMGB1,protein,epilepsy,diagnosis,"Twenty-eight epileptic dogs, 12 dogs with nonepileptic brain diseases, and 26 healthy dogs.",,,,,,9615,,,AUC：0.75 sensitivity 82.1%  specificity 65.4% ,,,Serum HMGB1 could be a biomarker of epilepsy.,33150666
2269,uPIIINP ,protein,chronic kidney disease,diagnosis,,"Shih Tzu(Chrysanthemum Dog),Yorkshire Terrier,Siberian Husky,Cardigan Welsh Corgi,Cocker Spaniel,Poodle,Chihuahua,Shih Tzu(Chrysanthemum Dog),Chihuahua,Siberian Husky,American Pit Bull Terrier,Thai Ridgeback",both,2-21years,1.2-39.4kg,,9615,,,,,,"Therefore, the uPIIINP level might be a non-invasive, complementary, and promising biomarker for evaluating renal fibrosis in canine CKD",33132611
2270,Lubricin,protein, rupture of cranial cruciate ligament ,diagnosis,,,,,,,9615,,,AUC：0.76 sensitivity 97%  specificity 97% P<0.05,,,"Synovial fuid lubricin concentrations were  correlated with the presence of radiographic OA and were elevated in three animals sustaining RCCL injury prior to the radiographic manifestation of OA, indicating that lubricin may be a potential biomarker for early joint injury.",33028842
1864,N-glycan 3_2_0_0_0,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：1 P：2.7 × 10−66,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1865,N-glycan 3_2_1_0_0,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：1 P：1.4 × 10−60,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1866,N-glycan 4_4_2_1_0,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：0.993 P：4.7 × 10−34,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1867,N-glycan 6_5_0_1_0,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：0.991 P：5.5 × 10−37,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1868,N-glycan 5_4_1_2_0,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：0.985 P：1.5 × 10−37,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1869,N-glycan 3_4_3_0_0,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：1 P：1.0 × 10−40,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
684,gamma amino butyric acid,metabolite,diabetes mellitus,diagnosis,diabetic (n=15) and control (n=15) dogs,"Rottweiler,Pomeranian,Miniature Pinscher,Bichon Frise,Silky Terrier,Maltese,Cavalier King Charles Spaniel,Labrador Retriever,Australian Shepherd,Miniature Schnauzer",The diabetic group (n=15) consisted of five females (all spayed) and ten males (nine neutered),5-13years,5.4-57.7 kg,,9615,,,AUC:0.88,,,"Of the biomarkers found to be statistically significant, valine, GABA, N-acetyl-L aspartic acid, and indoxyl sulfate were among those that distinguished diseased from healthy groups",34775536
1870,N-glycan 4_4_3_0_0,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：0.998 P：8.0 × 10−38,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1871,N-glycan 7_7_5_2_2,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：0.989 P：1.1 × 10−30,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1872,N-glycan 5_4_3_0_0,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：0.981 P：5.1 × 10−30,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1873,N-glycan 4_5_2_0_0,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：0.975 P：6.7 × 10−14,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1874,N-glycan 7_7_3_2_1,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：0.954 P：4.7 × 10−15,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1875,N-glycan 6_7_4_0_0,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：0.944 P：3.1 × 10−18,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1876,N-glycan 7_4_0_0_0,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：0.940 P：1.2 × 10−19,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1877,N-glycan 7_6_3_2_1,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：0.924 P：1.6 × 10−13,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1878,N-glycan 7_6_1_0_1,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：0.920 P：4.3 × 10−19,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
1879,N-glycan 6_3_1_1_0,other,osteoarthritis,diagnosis,,,,,,,9615,,,AUC：0.906 P：1.9 × 10−14,,,"Sixteen N-glycans were discovered that
exhibited AUCs more than 0.9 to 1.0 with excellent diagnostic stability. Although a wide range of validation has to be followed, this study suggests the strong potentials that the alteration of serum N-glycans expression could be an emerging indicator of in vitro diagnostics (IVD) in veterinary clinics.",32937769
2271,N-acetyl-L-aspartic acid,protein,diabetes mellitus,diagnosis,diabetic (n=15) and control (n=15) dogs,"Rottweiler,Pomeranian,Miniature Pinscher,Bichon Frise,Silky Terrier,Maltese,Cavalier King Charles Spaniel,Labrador Retriever,Australian Shepherd,Miniature Schnauzer",The diabetic group (n=15) consisted of five females (all spayed) and ten males (nine neutered),5-13years,5.4-57.7 kg,,9615,,,AUC:0.88,,,"Of the biomarkers found to be statistically significant, valine, GABA, N-acetyl-L aspartic acid, and indoxyl sulfate were among those that distinguished diseased from healthy groups",34775536
2272,Ki67,protein,small intestine lymphoma,therapeutic,,,both,4.8-16.9years,2.2-35.2kg,,9615,,,,,,The results suggested that indices of Ki67 and MGMT might be reliable therapeutic biomarkers to select either chemotherapy or surgery for dogs with localized SIL.,32920923
2273,MGMT,protein,small intestine lymphoma,therapeutic,,,both,4.8-16.9years,2.2-35.2kg,,9615,,,,,,The results suggested that indices of Ki67 and MGMT might be reliable therapeutic biomarkers to select either chemotherapy or surgery for dogs with localized SIL.,32920923
2274,resistin,protein,neoplasm,prognosis,,,F,4-13 years,,,9615,,,,,,"These results showed an important
relationship between hyperresistinemia, tumor proliferative potential and excessive body fat, suggesting that resistin levels may act as an interesting prognostic marker in patients with CBMT",32903534
1880,Pretreatment D-dimer,other,non-Hodgkin lymphoma,"prediction, prognosis ",,,both,3-14years,8-51.4kg,,9615,,,,,"**pretreatment plasma D-dimer level > 0.5 μg/mL (HR: 3.87, 95% CI: 1.88-7.98; P < .001) ** prior chemotherapy (HR: 9.71, 95% CI: 3.27-28.83; P < .001) ** WHO stage V (HR: 3.13, 95% CI: 1.41-6.96; P = .005)",This study suggests that pretreatment plasma D-dimer level can serve as a predictor of prognosis in dogs with intermediate to high-grade NHL. Further studies are warranted to confirm these findings.,32643242
2275,IL-2,protein,visceral leishmaniasis,monitoring,,,both,20.25-84months,5.2-23kg,,9615,,,,,,"Through the quantification of cytokines, IL-2 proved to be a potential therapeutic marker for the monitoring and follow-up of dogs with CVL",32628971
2276,I-FABP,protein,Parvoviridae infectious disease,diagnosis,,,,2-6months,,,9615,,,AUC 0.787 sensitivity 80% specificity 77%,,,"In conclusion, it was determined that I-FABP and TFF-3 for the intestinal injury and mortality prediction, and CK-MB and cTnI for the cardiac injury were useful and reliable biomarkers to determine the damage caused by parvovirus in dogs.",32627989
2277,TFF-3,protein,Parvoviridae infectious disease,diagnosis,,,,2-6months,,,9615,,,AUC 0.867 sensitivity 80% specificity 70%,,,"In conclusion, it was determined that I-FABP and TFF-3 for the intestinal injury and mortality prediction, and CK-MB and cTnI for the cardiac injury were useful and reliable biomarkers to determine the damage caused by parvovirus in dogs.",32627989
2278,CK-MB,protein,Parvoviridae infectious disease,diagnosis,,,,2-6months,,,9615,,,,,,"In conclusion, it was determined that I-FABP and TFF-3 for the intestinal injury and mortality prediction, and CK-MB and cTnI for the cardiac injury were useful and reliable biomarkers to determine the damage caused by parvovirus in dogs.",32627989
2279,cTnI,protein,Parvoviridae infectious disease,diagnosis,,,,2-6months,,,9615,,,,,,"In conclusion, it was determined that I-FABP and TFF-3 for the intestinal injury and mortality prediction, and CK-MB and cTnI for the cardiac injury were useful and reliable biomarkers to determine the damage caused by parvovirus in dogs.",32627989
2280,E-cadherin,protein,melanoma,prognosis,"Formalin-fixed, paraffin-embedded samples","German Shepherd Dog,Rottweiler,Dachshund",both,8-12years,,,9615,,,,,,"However, cutaneous melanomas without E-cadherin expression frequently had a favorable clinical outcome. Hence, its importance as prognostic factor should be carefully considered depending on
the tumor origin.",32578507
2281,indoxyl sulfate,protein,diabetes mellitus,diagnosis,diabetic (n=15) and control (n=15) dogs,"Rottweiler,Pomeranian,Miniature Pinscher,Bichon Frise,Silky Terrier,Maltese,Cavalier King Charles Spaniel,Labrador Retriever,Australian Shepherd,Miniature Schnauzer",The diabetic group (n=15) consisted of five females (all spayed) and ten males (nine neutered),5-13years,5.4-57.7 kg,,9615,,,AUC:0.85,,,"Of the biomarkers found to be statistically significant, valine, GABA, N-acetyl-L aspartic acid, and indoxyl sulfate were among those that distinguished diseased from healthy groups",34775536
2282,DMBT1,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2283,PLG,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2284,HPX,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2285,ARF1,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2286,ARF17,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2287,ARF3,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2288,LDHA,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2289,MDH1,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2290,CFL1,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2291,IDH1,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2292,Carcinoembryonic antigen-related cell adhesion molecule 1,protein,intestinal disorder,identification,collected from 11 dogs with CCE and 14 healthy staff-owned dogs ,"German Boxer,Labrador Retriever,Bichon Frise,Border Collie,Irish Setter,Lakeland Terrier,Miniature Schnauzer,Pug,Weimaraner","The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,,9615,,,,,,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases",34958965
2293,2-hydroxyisobutyric acid,protein,diabetes mellitus,diagnosis,diabetic (n=15) and control (n=15) dogs,"Rottweiler,Pomeranian,Miniature Pinscher,Bichon Frise,Silky Terrier,Maltese,Cavalier King Charles Spaniel,Labrador Retriever,Australian Shepherd,Miniature Schnauzer",The diabetic group (n=15) consisted of five females (all spayed) and ten males (nine neutered),5-13years,5.4-57.7 kg,,9615,,,AUC:0.9,,,"Of the biomarkers found to be statistically significant, valine, GABA, N-acetyl-L aspartic acid, and indoxyl sulfate were among those that distinguished diseased from healthy groups",34775536
2294,LRG1,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2295,ENO3,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2296,ENO1,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2297,HP,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2298,VIM,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2299,S100A12,protein,pyometritis,diagnosis,,"Labrador Retriever,German Shepherd Dog,Siberian Husky,English Bull Terrier,Dachshund,Pekingese,Yorkshire Terrier",F,,,,9615,,,,,,"In conclusion, it can be stated that there are changes in various proteins in saliva in canine pyometra reflecting different physiopathological changes occurring in this disease.",32596263
2300,"Haptoglobin light chain, HpL chain [dogs, Peptide, 83 aa]",protein,pyometritis,"diagnosis,prognosis",,,,5months-8years,,,9615,,,,,,"APPs play an important role in modulating the inflammatory immunological response, and their blood concentrations reflect the intensity of inflammation, which makes APP determination of diagnostic and prognostic value in pyometra. Determination of haemostatic profile is also of importance in pyometra, in order to timely address haemostatic function impairment.",32416315
2225,Haptoglobin-like,protein,pyometritis,"diagnosis,prognosis",,,,5months-8years,,,9615,,,,,,"APPs play an important role in modulating the inflammatory immunological response, and their blood concentrations reflect the intensity of inflammation, which makes APP determination of diagnostic and prognostic value in pyometra. Determination of haemostatic profile is also of importance in pyometra, in order to timely address haemostatic function impairment.",32416315
2301,RecName: Full = Haptoglobin,protein,pyometritis,"diagnosis,prognosis",,,,5months-8years,,,9615,,,,,,"APPs play an important role in modulating the inflammatory immunological response, and their blood concentrations reflect the intensity of inflammation, which makes APP determination of diagnostic and prognostic value in pyometra. Determination of haemostatic profile is also of importance in pyometra, in order to timely address haemostatic function impairment.",32416315
2302,"Haptoglobin heavy chain, HpH chain [dogs, Peptide, 245 aa]",protein,pyometritis,"diagnosis,prognosis",,,,5months-8years,,,9615,,,,,,"APPs play an important role in modulating the inflammatory immunological response, and their blood concentrations reflect the intensity of inflammation, which makes APP determination of diagnostic and prognostic value in pyometra. Determination of haemostatic profile is also of importance in pyometra, in order to timely address haemostatic function impairment.",32416315
685,Kynurenine,metabolite,diabetes mellitus,diagnosis,diabetic (n=15) and control (n=15) dogs,"Rottweiler,Pomeranian,Miniature Pinscher,Bichon Frise,Silky Terrier,Maltese,Cavalier King Charles Spaniel,Labrador Retriever,Australian Shepherd,Miniature Schnauzer",The diabetic group (n=15) consisted of five females (all spayed) and ten males (nine neutered),5-13years,5.4-57.7 kg,,9615,,,AUC:0.8,,,"Of the biomarkers found to be statistically significant, valine, GABA, N-acetyl-L aspartic acid, and indoxyl sulfate were among those that distinguished diseased from healthy groups",34775536
2303,Alpha-1-acid glycoprotein 1,protein,pyometritis,"diagnosis,prognosis",,,,5months-8years,,,9615,,,,,,"APPs play an important role in modulating the inflammatory immunological response, and their blood concentrations reflect the intensity of inflammation, which makes APP determination of diagnostic and prognostic value in pyometra. Determination of haemostatic profile is also of importance in pyometra, in order to timely address haemostatic function impairment.",32416315
2304,C-reactive protein precursor,protein,pyometritis,"diagnosis,prognosis",,,,5months-8years,,,9615,,,,,,"APPs play an important role in modulating the inflammatory immunological response, and their blood concentrations reflect the intensity of inflammation, which makes APP determination of diagnostic and prognostic value in pyometra. Determination of haemostatic profile is also of importance in pyometra, in order to timely address haemostatic function impairment.",32416315
2208,Lipopolysaccharide-binding protein,protein,pyometritis,"diagnosis,prognosis",,,,5months-8years,,,9615,,,,,,"APPs play an important role in modulating the inflammatory immunological response, and their blood concentrations reflect the intensity of inflammation, which makes APP determination of diagnostic and prognostic value in pyometra. Determination of haemostatic profile is also of importance in pyometra, in order to timely address haemostatic function impairment.",32416315
2305,Interleukin-13 receptor subunit alpha-2 precursor,protein,pyometritis,"diagnosis,prognosis",,,,5months-8years,,,9615,,,,,,"APPs play an important role in modulating the inflammatory immunological response, and their blood concentrations reflect the intensity of inflammation, which makes APP determination of diagnostic and prognostic value in pyometra. Determination of haemostatic profile is also of importance in pyometra, in order to timely address haemostatic function impairment.",32416315
