biomarkerID,biomarkerName,biomarkerType,curated_disease_name,curated_breed_name,sex,age,weight,organism,conclusion
2199,Ki-67,protein,neoplasm,German Boxer,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Golden Retriever,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Kooikerhondje(Little Cager Dog),,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Podenco Canario(Canary Islands Hound),,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Rottweiler,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Alaskan Malamute,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Cocker Spaniel,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Dandie Dinmont Terrier,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Spanish Greyhound,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,German Shepherd Dog,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Golden Retriever,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Gordon Setter,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Great Dane,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Irish Terrier,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Jack Russell Terrier,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Miniature Schnauzer,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Rhodesian Ridgeback,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2199,Ki-67,protein,neoplasm,Rottweiler,,4.5-16 years,,9615,Our results suggest that serum Ki-67 may be useful as a non-selective screening tool for malignancy in health-checks especially in older dogs or in those with increased breed-specific cancer risk
2200,Urine NGAL,protein,acute kidney failure,Greyhound,M,,28-32kg,9615,"Urinary NGAL, CysC and GGT concentrations, and UPC were consistently elevated within 1 hour of severe hypotension, suggesting that proximal renal tubules are damaged in the earliest stage of ischaemia-reperfusion AKI. Measurement of urinary biomarkers may allow early diagnosis of AKI in anaesthetized dogs."
2201,Urine Cysc,protein,acute kidney failure,Greyhound,M,,28-32kg,9615,"Urinary NGAL, CysC and GGT concentrations, and UPC were consistently elevated within 1 hour of severe hypotension, suggesting that proximal renal tubules are damaged in the earliest stage of ischaemia-reperfusion AKI. Measurement of urinary biomarkers may allow early diagnosis of AKI in anaesthetized dogs."
2202,Urine GGT,protein,acute kidney failure,Greyhound,M,,28-32kg,9615,"Urinary NGAL, CysC and GGT concentrations, and UPC were consistently elevated within 1 hour of severe hypotension, suggesting that proximal renal tubules are damaged in the earliest stage of ischaemia-reperfusion AKI. Measurement of urinary biomarkers may allow early diagnosis of AKI in anaesthetized dogs."
2203,TK1a,protein,hematopoietic and lymphoid system neoplasm,,both,2-14.8 years,,9615,The present results establish that using TK1a and TK1p as biomarkers in dogs with hematological malignancies has significant diagnostic capacity
2204,TK1p,protein,hematopoietic and lymphoid system neoplasm,,both,2-14.8 years,,9615,The present results establish that using TK1a and TK1p as biomarkers in dogs with hematological malignancies has significant diagnostic capacity
676,oleoythanolamide,metabolite,lymphoma,Golden Retriever,both,5.57–16.85years,6.3–54kg,9615,"Overall, dogs with lymphoma have elevated levels of OEA, AEA, and PEA. PEA levels have the potential to be a prognostic biomarker"
676,oleoythanolamide,metabolite,lymphoma,German Boxer,both,5.57–16.85years,6.3–54kg,9615,"Overall, dogs with lymphoma have elevated levels of OEA, AEA, and PEA. PEA levels have the potential to be a prognostic biomarker"
677,N-arachidonoylethanolamine,metabolite,lymphoma,Golden Retriever,both,5.57–16.85years,6.3–54kg,9615,"Overall, dogs with lymphoma have elevated levels of OEA, AEA, and PEA. PEA levels have the potential to be a prognostic biomarker"
677,N-arachidonoylethanolamine,metabolite,lymphoma,German Boxer,both,5.57–16.85years,6.3–54kg,9615,"Overall, dogs with lymphoma have elevated levels of OEA, AEA, and PEA. PEA levels have the potential to be a prognostic biomarker"
678,palmitoylethanolamide,metabolite,lymphoma,Golden Retriever,both,5.57–16.85years,6.3–54kg,9615,"Overall, dogs with lymphoma have elevated levels of OEA, AEA, and PEA. PEA levels have the potential to be a prognostic biomarker"
678,palmitoylethanolamide,metabolite,lymphoma,German Boxer,both,5.57–16.85years,6.3–54kg,9615,"Overall, dogs with lymphoma have elevated levels of OEA, AEA, and PEA. PEA levels have the potential to be a prognostic biomarker"
2205,Angiotensinogen,protein,"mitral valve prolapse, myxomatous 3",Labrador Retriever,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2205,Angiotensinogen,protein,"mitral valve prolapse, myxomatous 3",English Bull Terrier,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2205,Angiotensinogen,protein,"mitral valve prolapse, myxomatous 3",Anatolian Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2205,Angiotensinogen,protein,"mitral valve prolapse, myxomatous 3",German Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2205,Angiotensinogen,protein,"mitral valve prolapse, myxomatous 3",Cocker Spaniel,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2206,Immunoglobulin lambda light chain variable region,protein,intestinal disorder,German Boxer,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2206,Immunoglobulin lambda light chain variable region,protein,intestinal disorder,Labrador Retriever,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2206,Immunoglobulin lambda light chain variable region,protein,intestinal disorder,Bichon Frise,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2206,Immunoglobulin lambda light chain variable region,protein,intestinal disorder,Border Collie,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2206,Immunoglobulin lambda light chain variable region,protein,intestinal disorder,Irish Setter,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2206,Immunoglobulin lambda light chain variable region,protein,intestinal disorder,Lakeland Terrier,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2206,Immunoglobulin lambda light chain variable region,protein,intestinal disorder,Miniature Schnauzer,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2206,Immunoglobulin lambda light chain variable region,protein,intestinal disorder,Pug,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2206,Immunoglobulin lambda light chain variable region,protein,intestinal disorder,Weimaraner,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2207,Immunoglobulin iota chain-like,protein,"mitral valve prolapse, myxomatous 3",Labrador Retriever,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2207,Immunoglobulin iota chain-like,protein,"mitral valve prolapse, myxomatous 3",English Bull Terrier,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2207,Immunoglobulin iota chain-like,protein,"mitral valve prolapse, myxomatous 3",Anatolian Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2207,Immunoglobulin iota chain-like,protein,"mitral valve prolapse, myxomatous 3",German Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2207,Immunoglobulin iota chain-like,protein,"mitral valve prolapse, myxomatous 3",Cocker Spaniel,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2208,Lipopolysaccharide-binding protein,protein,"mitral valve prolapse, myxomatous 3",Labrador Retriever,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2208,Lipopolysaccharide-binding protein,protein,"mitral valve prolapse, myxomatous 3",English Bull Terrier,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2208,Lipopolysaccharide-binding protein,protein,"mitral valve prolapse, myxomatous 3",Anatolian Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2208,Lipopolysaccharide-binding protein,protein,"mitral valve prolapse, myxomatous 3",German Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2208,Lipopolysaccharide-binding protein,protein,"mitral valve prolapse, myxomatous 3",Cocker Spaniel,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2209,Carboxypeptidase N subunit 2,protein,"mitral valve prolapse, myxomatous 3",Labrador Retriever,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2209,Carboxypeptidase N subunit 2,protein,"mitral valve prolapse, myxomatous 3",English Bull Terrier,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2209,Carboxypeptidase N subunit 2,protein,"mitral valve prolapse, myxomatous 3",Anatolian Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2209,Carboxypeptidase N subunit 2,protein,"mitral valve prolapse, myxomatous 3",German Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2209,Carboxypeptidase N subunit 2,protein,"mitral valve prolapse, myxomatous 3",Cocker Spaniel,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2210,Carboxypeptidase N catalytic chain isoform X1,protein,"mitral valve prolapse, myxomatous 3",Labrador Retriever,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2210,Carboxypeptidase N catalytic chain isoform X1,protein,"mitral valve prolapse, myxomatous 3",English Bull Terrier,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2210,Carboxypeptidase N catalytic chain isoform X1,protein,"mitral valve prolapse, myxomatous 3",Anatolian Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2210,Carboxypeptidase N catalytic chain isoform X1,protein,"mitral valve prolapse, myxomatous 3",German Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2210,Carboxypeptidase N catalytic chain isoform X1,protein,"mitral valve prolapse, myxomatous 3",Cocker Spaniel,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2211,Complement C3,protein,"mitral valve prolapse, myxomatous 3",Labrador Retriever,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2211,Complement C3,protein,"mitral valve prolapse, myxomatous 3",English Bull Terrier,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2211,Complement C3,protein,"mitral valve prolapse, myxomatous 3",Anatolian Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2211,Complement C3,protein,"mitral valve prolapse, myxomatous 3",German Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2211,Complement C3,protein,"mitral valve prolapse, myxomatous 3",Cocker Spaniel,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2212,Argininosuccinate lyase isoform X2,protein,"mitral valve prolapse, myxomatous 3",Labrador Retriever,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2212,Argininosuccinate lyase isoform X2,protein,"mitral valve prolapse, myxomatous 3",English Bull Terrier,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2212,Argininosuccinate lyase isoform X2,protein,"mitral valve prolapse, myxomatous 3",Anatolian Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2212,Argininosuccinate lyase isoform X2,protein,"mitral valve prolapse, myxomatous 3",German Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2212,Argininosuccinate lyase isoform X2,protein,"mitral valve prolapse, myxomatous 3",Cocker Spaniel,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2213,Inter-alpha-trypsin inhibitor heavy chain H4 isoform X1,protein,"mitral valve prolapse, myxomatous 3",Labrador Retriever,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2213,Inter-alpha-trypsin inhibitor heavy chain H4 isoform X1,protein,"mitral valve prolapse, myxomatous 3",English Bull Terrier,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2213,Inter-alpha-trypsin inhibitor heavy chain H4 isoform X1,protein,"mitral valve prolapse, myxomatous 3",Anatolian Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2213,Inter-alpha-trypsin inhibitor heavy chain H4 isoform X1,protein,"mitral valve prolapse, myxomatous 3",German Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2213,Inter-alpha-trypsin inhibitor heavy chain H4 isoform X1,protein,"mitral valve prolapse, myxomatous 3",Cocker Spaniel,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2214,Inter-alpha-trypsin inhibitor heavy chain H4 isoform X3,protein,"mitral valve prolapse, myxomatous 3",Labrador Retriever,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2214,Inter-alpha-trypsin inhibitor heavy chain H4 isoform X3,protein,"mitral valve prolapse, myxomatous 3",English Bull Terrier,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2214,Inter-alpha-trypsin inhibitor heavy chain H4 isoform X3,protein,"mitral valve prolapse, myxomatous 3",Anatolian Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2214,Inter-alpha-trypsin inhibitor heavy chain H4 isoform X3,protein,"mitral valve prolapse, myxomatous 3",German Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2214,Inter-alpha-trypsin inhibitor heavy chain H4 isoform X3,protein,"mitral valve prolapse, myxomatous 3",Cocker Spaniel,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2215,Inter-alpha-trypsin inhibitor heavy chain H2,protein,"mitral valve prolapse, myxomatous 3",Labrador Retriever,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2215,Inter-alpha-trypsin inhibitor heavy chain H2,protein,"mitral valve prolapse, myxomatous 3",English Bull Terrier,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2215,Inter-alpha-trypsin inhibitor heavy chain H2,protein,"mitral valve prolapse, myxomatous 3",Anatolian Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2215,Inter-alpha-trypsin inhibitor heavy chain H2,protein,"mitral valve prolapse, myxomatous 3",German Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2215,Inter-alpha-trypsin inhibitor heavy chain H2,protein,"mitral valve prolapse, myxomatous 3",Cocker Spaniel,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2429,Haptoglobin,protein,intestinal disorder,German Boxer,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2429,Haptoglobin,protein,intestinal disorder,Labrador Retriever,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2429,Haptoglobin,protein,intestinal disorder,Bichon Frise,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2429,Haptoglobin,protein,intestinal disorder,Border Collie,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2429,Haptoglobin,protein,intestinal disorder,Irish Setter,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2429,Haptoglobin,protein,intestinal disorder,Lakeland Terrier,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2429,Haptoglobin,protein,intestinal disorder,Miniature Schnauzer,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2429,Haptoglobin,protein,intestinal disorder,Pug,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2429,Haptoglobin,protein,intestinal disorder,Weimaraner,"The group comprised 8 male dogs, 5 of which were neutered, and 3 female dogs, of which 2 were neutered",1-13years;average:7 years,,9615,"from the human field, this is the first canine CCE study to identify and quantify many of the aforementioned proteins in canine faeces and as such highlight their potential as biomarker candidates for differentiating CCE cases"
2216,Complement component C7 isoform X2,protein,"mitral valve prolapse, myxomatous 3",Labrador Retriever,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2216,Complement component C7 isoform X2,protein,"mitral valve prolapse, myxomatous 3",English Bull Terrier,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2216,Complement component C7 isoform X2,protein,"mitral valve prolapse, myxomatous 3",Anatolian Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2216,Complement component C7 isoform X2,protein,"mitral valve prolapse, myxomatous 3",German Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2216,Complement component C7 isoform X2,protein,"mitral valve prolapse, myxomatous 3",Cocker Spaniel,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2217,Hemopexin,protein,"mitral valve prolapse, myxomatous 3",Labrador Retriever,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2217,Hemopexin,protein,"mitral valve prolapse, myxomatous 3",English Bull Terrier,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2217,Hemopexin,protein,"mitral valve prolapse, myxomatous 3",Anatolian Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
2217,Hemopexin,protein,"mitral valve prolapse, myxomatous 3",German Shepherd Dog,both,3–11 years,11–42 kg,9615,"These proteins indicate different pathophysiological changes occurring at the different stages of CHF, and could be potential biomarkers for diagnosis and treatment monitoring of this condition."
